"","V1"
"3697","Ovis nivicola"
"3698","Ovis orientalis"
"3699","Oxymycterus amazonicus"
"3700","Oxymycterus angularis"
"3701","Oxymycterus caparoae"
"3702","Oxymycterus dasytrichus"
"3703","Oxymycterus delator"
"3704","Oxymycterus hiska"
"3705","Oxymycterus hispidus"
"3706","Oxymycterus hucucha"
"3707","Oxymycterus inca"
"3708","Oxymycterus josei"
"3709","Oxymycterus nasutus"
"3710","Oxymycterus paramensis"
"3711","Oxymycterus quaestor"
"3712","Oxymycterus roberti"
"3713","Oxymycterus rufus"
"3714","Oxymycterus wayku"
"3715","Ozimops loriae"
"3716","Ozimops petersi"
"3717","Ozotoceros bezoarticus"
"3718","Pachyuromys duprasi"
"3719","Paguma larvata"
"3720","Palawanomys furvus"
"3721","Pan paniscus"
"3722","Pan troglodytes"
"3723","Panthera leo"
"3724","Panthera onca"
"3725","Panthera pardus"
"3726","Panthera tigris"
"3727","Panthera uncia"
"3728","Pantholops hodgsonii"
"3729","Papagomys armandvillei"
"3730","Papio anubis"
"3731","Papio cynocephalus"
"3732","Papio hamadryas"
"3733","Papio kindae"
"3734","Papio papio"
"3735","Papio ursinus"
"3736","Pappogeomys bulleri"
"3737","Pappogeomys bulleri ssp. alcorni"
"3738","Paracrocidura graueri"
"3739","Paracrocidura maxima"
"3740","Paracrocidura schoutedeni"
"3741","Paracynictis selousi"
"3742","Paradipus ctenodactylus"
"3743","Paradoxurus hermaphroditus"
"3744","Paradoxurus jerdoni"
"3745","Paradoxurus zeylonensis"
"3746","Paraechinus aethiopicus"
"3747","Paraechinus hypomelas"
"3748","Paraechinus micropus"
"3749","Paraechinus nudiventris"
"3750","Parahyaena brunnea"
"3751","Parahydromys asper"
"3752","Paraleptomys rufilatus"
"3753","Paraleptomys wilhelmina"
"3754","Paramelomys gressitti"
"3755","Paramelomys levipes"
"3756","Paramelomys lorentzii"
"3757","Paramelomys mollis"
"3758","Paramelomys moncktoni"
"3759","Paramelomys naso"
"3760","Paramelomys platyops"
"3761","Paramelomys rubex"
"3762","Paramelomys steini"
"3763","Parantechinus apicalis"
"3764","Paranyctimene raptor"
"3765","Paranyctimene tenax"
"3766","Parascalops breweri"
"3767","Parascaptor leucura"
"3768","Parastrellus hesperus"
"3769","Paratriaenops auritus"
"3770","Paratriaenops furculus"
"3771","Paratriaenops pauliani"
"3772","Paraxerus alexandri"
"3773","Paraxerus boehmi"
"3774","Paraxerus cepapi"
"3775","Paraxerus cooperi"
"3776","Paraxerus flavovittis"
"3777","Paraxerus lucifer"
"3778","Paraxerus ochraceus"
"3779","Paraxerus palliatus"
"3780","Paraxerus poensis"
"3781","Paraxerus vexillarius"
"3782","Paraxerus vincenti"
"3783","Pardofelis marmorata"
"3784","Paremballonura atrata"
"3785","Paremballonura tiavato"
"3786","Parotomys brantsii"
"3787","Parotomys littledalei"
"3788","Paruromys dominator"
"3789","Pattonomys carrikeri"
"3790","Pattonomys flavidus"
"3791","Pattonomys occasius"
"3792","Pattonomys semivillosus"
"3793","Paucidentomys vermidax"
"3794","Paulamys naso"
"3795","Pecari tajacu"
"3796","Pectinator spekei"
"3797","Pedetes capensis"
"3798","Pedetes surdaster"
"3799","Pelea capreolus"
"3800","Pelomys campanae"
"3801","Pelomys fallax"
"3802","Pelomys hopkinsi"
"3803","Pelomys isseli"
"3804","Pelomys minor"
"3805","Pennatomys nivalis"
"3806","Pentalagus furnessi"
"3807","Penthetor lucasi"
"3808","Perameles bougainville"
"3809","Perameles gunnii"
"3810","Perameles nasuta"
"3811","Perimyotis subflavus"
"3812","Perodicticus edwardsi"
"3813","Perodicticus ibeanus"
"3814","Perodicticus potto"
"3815","Perognathus alticola"
"3816","Perognathus amplus"
"3817","Perognathus fasciatus"
"3818","Perognathus flavescens"
"3819","Perognathus flavus"
"3820","Perognathus inornatus"
"3821","Perognathus longimembris"
"3822","Perognathus merriami"
"3823","Perognathus parvus"
"3824","Peromyscus attwateri"
"3825","Peromyscus aztecus"
"3826","Peromyscus beatae"
"3827","Peromyscus boylii"
"3828","Peromyscus bullatus"
"3829","Peromyscus californicus"
"3830","Peromyscus caniceps"
"3831","Peromyscus crinitus"
"3832","Peromyscus dickeyi"
"3833","Peromyscus difficilis"
"3834","Peromyscus eremicus"
"3835","Peromyscus eva"
"3836","Peromyscus fraterculus"
"3837","Peromyscus furvus"
"3838","Peromyscus gossypinus"
"3839","Peromyscus grandis"
"3840","Peromyscus gratus"
"3841","Peromyscus guardia"
"3842","Peromyscus guatemalensis"
"3843","Peromyscus gymnotis"
"3844","Peromyscus hooperi"
"3845","Peromyscus hylocetes"
"3846","Peromyscus interparietalis"
"3847","Peromyscus keeni"
"3848","Peromyscus leucopus"
"3849","Peromyscus levipes"
"3850","Peromyscus madrensis"
"3851","Peromyscus maniculatus"
"3852","Peromyscus mayensis"
"3853","Peromyscus megalops"
"3854","Peromyscus mekisturus"
"3855","Peromyscus melanocarpus"
"3856","Peromyscus melanophrys"
"3857","Peromyscus melanotis"
"3858","Peromyscus melanurus"
"3859","Peromyscus merriami"
"3860","Peromyscus mexicanus"
"3861","Peromyscus nasutus"
"3862","Peromyscus ochraventer"
"3863","Peromyscus pectoralis"
"3864","Peromyscus perfulvus"
"3865","Peromyscus polionotus"
"3866","Peromyscus polius"
"3867","Peromyscus pseudocrinitus"
"3868","Peromyscus sagax"
"3869","Peromyscus schmidlyi"
"3870","Peromyscus sejugis"
"3871","Peromyscus simulus"
"3872","Peromyscus slevini"
"3873","Peromyscus spicilegus"
"3874","Peromyscus stephani"
"3875","Peromyscus stirtoni"
"3876","Peromyscus truei"
"3877","Peromyscus winkelmanni"
"3878","Peromyscus yucatanicus"
"3879","Peromyscus zarhynchus"
"3880","Peropteryx kappleri"
"3881","Peropteryx leucoptera"
"3882","Peropteryx macrotis"
"3883","Peropteryx pallidoptera"
"3884","Peropteryx trinitatis"
"3885","Peroryctes broadbenti"
"3886","Peroryctes raffrayana"
"3887","Petaurillus emiliae"
"3888","Petaurillus hosei"
"3889","Petaurillus kinlochii"
"3890","Petaurista alborufus"
"3891","Petaurista elegans"
"3892","Petaurista leucogenys"
"3893","Petaurista magnificus"
"3894","Petaurista mechukaensis"
"3895","Petaurista mishmiensis"
"3896","Petaurista nobilis"
"3897","Petaurista petaurista"
"3898","Petaurista philippensis"
"3899","Petaurista xanthotis"
"3900","Petauroides volans"
"3901","Petaurus abidi"
"3902","Petaurus australis"
"3903","Petaurus biacensis"
"3904","Petaurus breviceps"
"3905","Petaurus gracilis"
"3906","Petaurus norfolcensis"
"3907","Petinomys crinitus"
"3908","Petinomys fuscocapillus"
"3909","Petinomys genibarbis"
"3910","Petinomys hageni"
"3911","Petinomys lugens"
"3912","Petinomys mindanensis"
"3913","Petinomys setosus"
"3914","Petinomys vordermanni"
"3915","Petrodromus tetradactylus"
"3916","Petrogale assimilis"
"3917","Petrogale brachyotis"
"3918","Petrogale burbidgei"
"3919","Petrogale coenensis"
"3920","Petrogale concinna"
"3921","Petrogale godmani"
"3922","Petrogale herberti"
"3923","Petrogale inornata"
"3924","Petrogale lateralis"
"3925","Petrogale mareeba"
"3926","Petrogale penicillata"
"3927","Petrogale persephone"
"3928","Petrogale purpureicollis"
"3929","Petrogale rothschildi"
"3930","Petrogale sharmani"
"3931","Petrogale xanthopus"
"3932","Petromus typicus"
"3933","Petromyscus barbouri"
"3934","Petromyscus collinus"
"3935","Petromyscus monticularis"
"3936","Petromyscus shortridgei"
"3937","Petropseudes dahli"
"3938","Phacochoerus aethiopicus"
"3939","Phacochoerus africanus"
"3940","Phaenomys ferrugineus"
"3941","Phaiomys leucurus"
"3942","Phalanger alexandrae"
"3943","Phalanger carmelitae"
"3944","Phalanger gymnotis"
"3945","Phalanger intercastellanus"
"3946","Phalanger lullulae"
"3947","Phalanger matabiru"
"3948","Phalanger matanim"
"3949","Phalanger mimicus"
"3950","Phalanger orientalis"
"3951","Phalanger ornatus"
"3952","Phalanger rothschildi"
"3953","Phalanger sericeus"
"3954","Phalanger vestitus"
"3955","Phaner electromontis"
"3956","Phaner furcifer"
"3957","Phaner pallescens"
"3958","Phaner parienti"
"3959","Pharotis imogene"
"3960","Phascogale calura"
"3961","Phascogale pirata"
"3962","Phascogale tapoatafa"
"3963","Phascolarctos cinereus"
"3964","Phascolosorex doriae"
"3965","Phascolosorex dorsalis"
"3966","Phataginus tetradactyla"
"3967","Phataginus tricuspis"
"3968","Phenacomys intermedius"
"3969","Phenacomys ungava"
"3970","Philander andersoni"
"3971","Philander deltae"
"3972","Philander frenatus"
"3973","Philander mcilhennyi"
"3974","Philander mondolfii"
"3975","Philander olrogi"
"3976","Philander opossum"
"3977","Philantomba maxwellii"
"3978","Philantomba monticola"
"3979","Philantomba walteri"
"3980","Philetor brachypterus"
"3981","Phloeomys cumingi"
"3982","Phloeomys pallidus"
"3983","Phodopus campbelli"
"3984","Phodopus roborovskii"
"3985","Phodopus sungorus"
"3986","Phoniscus atrox"
"3987","Phoniscus jagorii"
"3988","Phoniscus papuensis"
"3989","Phylloderma stenops"
"3990","Phyllomys blainvillii"
"3991","Phyllomys brasiliensis"
"3992","Phyllomys dasythrix"
"3993","Phyllomys kerri"
"3994","Phyllomys lamarum"
"3995","Phyllomys lundi"
"3996","Phyllomys mantiqueirensis"
"3997","Phyllomys medius"
"3998","Phyllomys nigrispinus"
"3999","Phyllomys pattoni"
"4000","Phyllomys sulinus"
"4001","Phyllomys thomasi"
"4002","Phyllomys unicolor"
"4003","Phyllonycteris aphylla"
"4004","Phyllonycteris poeyi"
"4005","Phyllops falcatus"
"4006","Phyllostomus discolor"
"4007","Phyllostomus elongatus"
"4008","Phyllostomus hastatus"
"4009","Phyllostomus latifolius"
"4010","Phyllotis alisosiensis"
"4011","Phyllotis amicus"
"4012","Phyllotis andium"
"4013","Phyllotis anitae"
"4014","Phyllotis bonariensis"
"4015","Phyllotis caprinus"
"4016","Phyllotis darwini"
"4017","Phyllotis definitus"
"4018","Phyllotis gerbillus"
"4019","Phyllotis haggardi"
"4020","Phyllotis limatus"
"4021","Phyllotis magister"
"4022","Phyllotis osgoodi"
"4023","Phyllotis osilae"
"4024","Phyllotis wolffsohni"
"4025","Phyllotis xanthopygus"
"4026","Piliocolobus badius"
"4027","Piliocolobus bouvieri"
"4028","Piliocolobus epieni"
"4029","Piliocolobus gordonorum"
"4030","Piliocolobus kirkii"
"4031","Piliocolobus oustaleti"
"4032","Piliocolobus preussi"
"4033","Piliocolobus rufomitratus"
"4034","Piliocolobus temminckii"
"4035","Piliocolobus tephrosceles"
"4036","Piliocolobus tholloni"
"4037","Piliocolobus waldroni"
"4038","Pipistrellus abramus"
"4039","Pipistrellus adamsi"
"4040","Pipistrellus aero"
"4041","Pipistrellus alaschanicus"
"4042","Pipistrellus anchietae"
"4043","Pipistrellus angulatus"
"4044","Pipistrellus arabicus"
"4045","Pipistrellus ariel"
"4046","Pipistrellus cadornae"
"4047","Pipistrellus ceylonicus"
"4048","Pipistrellus collinus"
"4049","Pipistrellus coromandra"
"4050","Pipistrellus crassulus"
"4051","Pipistrellus eisentrauti"
"4052","Pipistrellus endoi"
"4053","Pipistrellus grandidieri"
"4054","Pipistrellus hanaki"
"4055","Pipistrellus hesperidus"
"4056","Pipistrellus imbricatus"
"4057","Pipistrellus inexspectatus"
"4058","Pipistrellus javanicus"
"4059","Pipistrellus kuhlii"
"4060","Pipistrellus maderensis"
"4061","Pipistrellus minahassae"
"4062","Pipistrellus murrayi"
"4063","Pipistrellus musciculus"
"4064","Pipistrellus nanulus"
"4065","Pipistrellus nathusii"
"4066","Pipistrellus papuanus"
"4067","Pipistrellus paterculus"
"4068","Pipistrellus permixtus"
"4069","Pipistrellus pipistrellus"
"4070","Pipistrellus pulveratus"
"4071","Pipistrellus pygmaeus"
"4072","Pipistrellus raceyi"
"4073","Pipistrellus rueppellii"
"4074","Pipistrellus rusticus"
"4075","Pipistrellus stenopterus"
"4076","Pipistrellus tenuis"
"4077","Pipistrellus wattsi"
"4078","Pipistrellus westralis"
"4079","Pithecheir melanurus"
"4080","Pithecheir parvus"
"4081","Pithecheirops otion"
"4082","Pithecia aequatorialis"
"4083","Pithecia albicans"
"4084","Pithecia cazuzai"
"4085","Pithecia chrysocephala"
"4086","Pithecia hirsuta"
"4087","Pithecia inusta"
"4088","Pithecia isabela"
"4089","Pithecia monachus"
"4090","Pithecia napensis"
"4091","Pithecia pissinattii"
"4092","Pithecia pithecia"
"4093","Pithecia vanzolinii"
"4094","Plagiodontia aedium"
"4095","Planigale gilesi"
"4096","Planigale ingrami"
"4097","Planigale maculata"
"4098","Planigale novaeguineae"
"4099","Planigale tenuirostris"
"4100","Platacanthomys lasiurus"
"4101","Platalina genovensium"
"4102","Platymops setiger"
"4103","Platyrrhinus albericoi"
"4104","Platyrrhinus angustirostris"
"4105","Platyrrhinus aquilus"
"4106","Platyrrhinus aurarius"
"4107","Platyrrhinus brachycephalus"
"4108","Platyrrhinus chocoensis"
"4109","Platyrrhinus dorsalis"
"4110","Platyrrhinus fusciventris"
"4111","Platyrrhinus helleri"
"4112","Platyrrhinus incarum"
"4113","Platyrrhinus infuscus"
"4114","Platyrrhinus ismaeli"
"4115","Platyrrhinus lineatus"
"4116","Platyrrhinus masu"
"4117","Platyrrhinus matapalensis"
"4118","Platyrrhinus nigellus"
"4119","Platyrrhinus nitelinea"
"4120","Platyrrhinus recifinus"
"4121","Platyrrhinus umbratus"
"4122","Platyrrhinus vittatus"
"4123","Plecotus auritus"
"4124","Plecotus austriacus"
"4125","Plecotus balensis"
"4126","Plecotus christii"
"4127","Plecotus kolombatovici"
"4128","Plecotus macrobullaris"
"4129","Plecotus ognevi"
"4130","Plecotus sacrimontis"
"4131","Plecotus sardus"
"4132","Plecotus taivanus"
"4133","Plecotus teneriffae"
"4134","Plecturocebus aureipalatii"
"4135","Plecturocebus baptista"
"4136","Plecturocebus bernhardi"
"4137","Plecturocebus brunneus"
"4138","Plecturocebus caligatus"
"4139","Plecturocebus caquetensis"
"4140","Plecturocebus cinerascens"
"4141","Plecturocebus cupreus"
"4142","Plecturocebus discolor"
"4143","Plecturocebus donacophilus"
"4144","Plecturocebus dubius"
"4145","Plecturocebus hoffmannsi"
"4146","Plecturocebus modestus"
"4147","Plecturocebus moloch"
"4148","Plecturocebus oenanthe"
"4149","Plecturocebus olallae"
"4150","Plecturocebus ornatus"
"4151","Plecturocebus pallescens"
"4152","Plecturocebus stephennashi"
"4153","Plecturocebus vieirai"
"4154","Plerotes anchietae"
"4155","Podogymnura aureospinula"
"4156","Podogymnura truei"
"4157","Podomys floridanus"
"4158","Podoxymys roraimae"
"4159","Poecilogale albinucha"
"4160","Poelagus marjorita"
"4161","Pogonomelomys brassi"
"4162","Pogonomelomys bruijnii"
"4163","Pogonomelomys mayeri"
"4164","Pogonomys championi"
"4165","Pogonomys fergussoniensis"
"4166","Pogonomys loriae"
"4167","Pogonomys macrourus"
"4168","Pogonomys sylvestris"
"4169","Poiana leightoni"
"4170","Poiana richardsonii"
"4171","Poliocitellus franklinii"
"4172","Pongo abelii"
"4173","Pongo pygmaeus"
"4174","Pongo tapanuliensis"
"4175","Porcula salvania"
"4176","Potamochoerus larvatus"
"4177","Potamochoerus porcus"
"4178","Potamogale velox"
"4179","Potorous gilbertii"
"4180","Potorous longipes"
"4181","Potorous tridactylus"
"4182","Potos flavus"
"4183","Praomys coetzeei"
"4184","Praomys daltoni"
"4185","Praomys degraaffi"
"4186","Praomys delectorum"
"4187","Praomys derooi"
"4188","Praomys hartwigi"
"4189","Praomys jacksoni"
"4190","Praomys lukolelae"
"4191","Praomys minor"
"4192","Praomys misonnei"
"4193","Praomys morio"
"4194","Praomys mutoni"
"4195","Praomys obscurus"
"4196","Praomys petteri"
"4197","Praomys rostratus"
"4198","Praomys tullbergi"
"4199","Praomys verschureni"
"4200","Presbytis chrysomelas"
"4201","Presbytis comata"
"4202","Presbytis femoralis"
"4203","Presbytis frontata"
"4204","Presbytis hosei"
"4205","Presbytis melalophos"
"4206","Presbytis natunae"
"4207","Presbytis potenziani"
"4208","Presbytis rubicunda"
"4209","Presbytis siamensis"
"4210","Presbytis thomasi"
"4211","Prionailurus bengalensis"
"4212","Prionailurus planiceps"
"4213","Prionailurus rubiginosus"
"4214","Prionailurus viverrinus"
"4215","Prionodon linsang"
"4216","Prionodon pardicolor"
"4217","Prionomys batesi"
"4218","Procapra gutturosa"
"4219","Procapra picticaudata"
"4220","Procapra przewalskii"
"4221","Procavia capensis"
"4222","Procolobus verus"
"4223","Procyon cancrivorus"
"4224","Procyon lotor"
"4225","Procyon pygmaeus"
"4226","Proechimys brevicauda"
"4227","Proechimys canicollis"
"4228","Proechimys chrysaeolus"
"4229","Proechimys cuvieri"
"4230","Proechimys decumanus"
"4231","Proechimys echinothrix"
"4232","Proechimys gardneri"
"4233","Proechimys goeldii"
"4234","Proechimys guairae"
"4235","Proechimys guyannensis"
"4236","Proechimys hoplomyoides"
"4237","Proechimys kulinae"
"4238","Proechimys longicaudatus"
"4239","Proechimys mincae"
"4240","Proechimys oconnelli"
"4241","Proechimys pattoni"
"4242","Proechimys quadruplicatus"
"4243","Proechimys roberti"
"4244","Proechimys semispinosus"
"4245","Proechimys simonsi"
"4246","Proechimys steerei"
"4247","Proechimys trinitatis"
"4248","Proedromys bedfordi"
"4249","Proedromys liangshanensis"
"4250","Prolemur simus"
"4251","Prometheomys schaposchnikowi"
"4252","Promops centralis"
"4253","Promops davisoni"
"4254","Promops nasutus"
"4255","Pronolagus crassicaudatus"
"4256","Pronolagus randensis"
"4257","Pronolagus rupestris"
"4258","Pronolagus saundersiae"
"4259","Propithecus candidus"
"4260","Propithecus coquereli"
"4261","Propithecus coronatus"
"4262","Propithecus deckenii"
"4263","Propithecus diadema"
"4264","Propithecus edwardsi"
"4265","Propithecus perrieri"
"4266","Propithecus tattersalli"
"4267","Propithecus verreauxi"
"4268","Prosciurillus abstrusus"
"4269","Prosciurillus leucomus"
"4270","Prosciurillus murinus"
"4271","Prosciurillus rosenbergii"
"4272","Prosciurillus weberi"
"4273","Proteles cristata"
"4274","Protochromys fellowsi"
"4275","Protoxerus aubinnii"
"4276","Protoxerus stangeri"
"4277","Psammomys obesus"
"4278","Psammomys vexillaris"
"4279","Pseudantechinus bilarni"
"4280","Pseudantechinus macdonnellensis"
"4281","Pseudantechinus mimulus"
"4282","Pseudantechinus ningbing"
"4283","Pseudantechinus roryi"
"4284","Pseudantechinus woolleyae"
"4285","Pseudoberylmys muongbangensis"
"4286","Pseudocheirus occidentalis"
"4287","Pseudocheirus peregrinus"
"4288","Pseudochirops albertisii"
"4289","Pseudochirops archeri"
"4290","Pseudochirops corinnae"
"4291","Pseudochirops coronatus"
"4292","Pseudochirops cupreus"
"4293","Pseudochirulus canescens"
"4294","Pseudochirulus caroli"
"4295","Pseudochirulus cinereus"
"4296","Pseudochirulus forbesi"
"4297","Pseudochirulus herbertensis"
"4298","Pseudochirulus larvatus"
"4299","Pseudochirulus mayeri"
"4300","Pseudochirulus schlegeli"
"4301","Pseudohydromys berniceae"
"4302","Pseudohydromys carlae"
"4303","Pseudohydromys eleanorae"
"4304","Pseudohydromys ellermani"
"4305","Pseudohydromys fuscus"
"4306","Pseudohydromys germani"
"4307","Pseudohydromys murinus"
"4308","Pseudohydromys musseri"
"4309","Pseudohydromys occidentalis"
"4310","Pseudohydromys patriciae"
"4311","Pseudohydromys pumehanae"
"4312","Pseudohydromys sandrae"
"4313","Pseudois nayaur"
"4314","Pseudois nayaur ssp. schaeferi"
"4315","Pseudomys albocinereus"
"4316","Pseudomys apodemoides"
"4317","Pseudomys australis"
"4318","Pseudomys bolami"
"4319","Pseudomys calabyi"
"4320","Pseudomys chapmani"
"4321","Pseudomys delicatulus"
"4322","Pseudomys desertor"
"4323","Pseudomys fieldi"
"4324","Pseudomys fumeus"
"4325","Pseudomys gracilicaudatus"
"4326","Pseudomys hermannsburgensis"
"4327","Pseudomys higginsi"
"4328","Pseudomys johnsoni"
"4329","Pseudomys nanus"
"4330","Pseudomys novaehollandiae"
"4331","Pseudomys occidentalis"
"4332","Pseudomys oralis"
"4333","Pseudomys patrius"
"4334","Pseudomys pilligaensis"
"4335","Pseudomys shortridgei"
"4336","Pseudoryx nghetinhensis"
"4337","Pseudoryzomys simplex"
"4338","Ptenochirus jagori"
"4339","Ptenochirus minor"
"4340","Pteralopex anceps"
"4341","Pteralopex atrata"
"4342","Pteralopex flanneryi"
"4343","Pteralopex pulchra"
"4344","Pteralopex taki"
"4345","Pteromys momonga"
"4346","Pteromys volans"
"4347","Pteromyscus pulverulentus"
"4348","Pteronotus davyi"
"4349","Pteronotus gymnonotus"
"4350","Pteronotus macleayii"
"4351","Pteronotus mesoamericanus"
"4352","Pteronotus paraguanensis"
"4353","Pteronotus parnellii"
"4354","Pteronotus personatus"
"4355","Pteronotus quadridens"
"4356","Pteronotus rubiginosus"
"4357","Pteronura brasiliensis"
"4358","Pteropus admiralitatum"
"4359","Pteropus aldabrensis"
"4360","Pteropus alecto"
"4361","Pteropus anetianus"
"4362","Pteropus aruensis"
"4363","Pteropus caniceps"
"4364","Pteropus capistratus"
"4365","Pteropus chrysoproctus"
"4366","Pteropus cognatus"
"4367","Pteropus conspicillatus"
"4368","Pteropus dasymallus"
"4369","Pteropus faunulus"
"4370","Pteropus fundatus"
"4371","Pteropus giganteus"
"4372","Pteropus gilliardorum"
"4373","Pteropus griseus"
"4374","Pteropus howensis"
"4375","Pteropus hypomelanus"
"4376","Pteropus intermedius"
"4377","Pteropus keyensis"
"4378","Pteropus leucopterus"
"4379","Pteropus livingstonii"
"4380","Pteropus lombocensis"
"4381","Pteropus loochoensis"
"4382","Pteropus lylei"
"4383","Pteropus macrotis"
"4384","Pteropus mahaganus"
"4385","Pteropus mariannus"
"4386","Pteropus melanopogon"
"4387","Pteropus melanotus"
"4388","Pteropus molossinus"
"4389","Pteropus neohibernicus"
"4390","Pteropus niger"
"4391","Pteropus nitendiensis"
"4392","Pteropus ocularis"
"4393","Pteropus ornatus"
"4394","Pteropus pelewensis ssp. pelewensis"
"4395","Pteropus personatus"
"4396","Pteropus pohlei"
"4397","Pteropus poliocephalus"
"4398","Pteropus pselaphon"
"4399","Pteropus pumilus"
"4400","Pteropus rayneri"
"4401","Pteropus rennelli"
"4402","Pteropus rodricensis"
"4403","Pteropus rufus"
"4404","Pteropus samoensis"
"4405","Pteropus scapulatus"
"4406","Pteropus seychellensis"
"4407","Pteropus speciosus"
"4408","Pteropus temminckii"
"4409","Pteropus tonganus"
"4410","Pteropus tuberculatus"
"4411","Pteropus ualanus"
"4412","Pteropus vampyrus"
"4413","Pteropus vetulus"
"4414","Pteropus voeltzkowi"
"4415","Pteropus woodfordi"
"4416","Ptilocercus lowii"
"4417","Pudu mephistophiles"
"4418","Pudu puda"
"4419","Puma concolor"
"4420","Punomys kofordi"
"4421","Punomys lemminus"
"4422","Pygathrix cinerea"
"4423","Pygathrix nemaeus"
"4424","Pygathrix nigripes"
"4425","Pygeretmus platyurus"
"4426","Pygeretmus pumilio"
"4427","Pygeretmus zhitkovi"
"4428","Pygoderma bilabiatum"
"4429","Rangifer tarandus"
"4430","Raphicerus campestris"
"4431","Raphicerus melanotis"
"4432","Raphicerus sharpei"
"4433","Rattus adustus"
"4434","Rattus andamanensis"
"4435","Rattus annandalei"
"4436","Rattus arfakiensis"
"4437","Rattus argentiventer"
"4438","Rattus arrogans"
"4439","Rattus baluensis"
"4440","Rattus blangorum"
"4441","Rattus bontanus"
"4442","Rattus burrus"
"4443","Rattus colletti"
"4444","Rattus detentus"
"4445","Rattus elaphinus"
"4446","Rattus enganus"
"4447","Rattus everetti"
"4448","Rattus exulans"
"4449","Rattus feliceus"
"4450","Rattus fuscipes"
"4451","Rattus giluwensis"
"4452","Rattus hainaldi"
"4453","Rattus hoffmanni"
"4454","Rattus hoogerwerfi"
"4455","Rattus jobiensis"
"4456","Rattus koopmani"
"4457","Rattus korinchi"
"4458","Rattus leucopus"
"4459","Rattus losea"
"4460","Rattus lugens"
"4461","Rattus lutreolus"
"4462","Rattus marmosurus"
"4463","Rattus mindorensis"
"4464","Rattus mollicomulus"
"4465","Rattus montanus"
"4466","Rattus mordax"
"4467","Rattus morotaiensis"
"4468","Rattus nikenii"
"4469","Rattus niobe"
"4470","Rattus nitidus"
"4471","Rattus norvegicus"
"4472","Rattus novaeguineae"
"4473","Rattus omichlodes"
"4474","Rattus osgoodi"
"4475","Rattus palmarum"
"4476","Rattus pelurus"
"4477","Rattus pococki"
"4478","Rattus praetor"
"4479","Rattus pyctoris"
"4480","Rattus ranjiniae"
"4481","Rattus rattus"
"4482","Rattus richardsoni"
"4483","Rattus salocco"
"4484","Rattus satarae"
"4485","Rattus simalurensis"
"4486","Rattus sordidus"
"4487","Rattus steini"
"4488","Rattus stoicus"
"4489","Rattus tanezumi"
"4490","Rattus tawitawiensis"
"4491","Rattus timorensis"
"4492","Rattus tiomanicus"
"4493","Rattus tunneyi"
"4494","Rattus vandeuseni"
"4495","Rattus verecundus"
"4496","Rattus villosissimus"
"4497","Rattus xanthurus"
"4498","Ratufa affinis"
"4499","Ratufa bicolor"
"4500","Ratufa indica"
"4501","Ratufa macroura"
"4502","Redunca arundinum"
"4503","Redunca fulvorufula"
"4504","Redunca redunca"
"4505","Reithrodon auritus"
"4506","Reithrodon typicus"
"4507","Reithrodontomys bakeri"
"4508","Reithrodontomys brevirostris"
"4509","Reithrodontomys burti"
"4510","Reithrodontomys chrysopsis"
"4511","Reithrodontomys creper"
"4512","Reithrodontomys darienensis"
"4513","Reithrodontomys fulvescens"
"4514","Reithrodontomys gracilis"
"4515","Reithrodontomys hirsutus"
"4516","Reithrodontomys humulis"
"4517","Reithrodontomys megalotis"
"4518","Reithrodontomys mexicanus"
"4519","Reithrodontomys microdon"
"4520","Reithrodontomys montanus"
"4521","Reithrodontomys musseri"
"4522","Reithrodontomys paradoxus"
"4523","Reithrodontomys raviventris"
"4524","Reithrodontomys rodriguezi"
"4525","Reithrodontomys spectabilis"
"4526","Reithrodontomys sumichrasti"
"4527","Reithrodontomys tenuirostris"
"4528","Reithrodontomys zacatecae"
"4529","Rhabdomys bechuanae"
"4530","Rhabdomys dilectus"
"4531","Rhabdomys intermedius"
"4532","Rhabdomys pumilio"
"4533","Rhagomys longilingua"
"4534","Rhagomys rufescens"
"4535","Rheithrosciurus macrotis"
"4536","Rheomys mexicanus"
"4537","Rheomys raptor"
"4538","Rheomys thomasi"
"4539","Rheomys underwoodi"
"4540","Rhinoceros sondaicus"
"4541","Rhinoceros unicornis"
"4542","Rhinolophus acuminatus"
"4543","Rhinolophus adami"
"4544","Rhinolophus affinis"
"4545","Rhinolophus alcyone"
"4546","Rhinolophus arcuatus"
"4547","Rhinolophus beddomei"
"4548","Rhinolophus belligerator"
"4549","Rhinolophus blasii"
"4550","Rhinolophus bocharicus"
"4551","Rhinolophus borneensis"
"4552","Rhinolophus canuti"
"4553","Rhinolophus capensis"
"4554","Rhinolophus celebensis"
"4555","Rhinolophus clivosus"
"4556","Rhinolophus coelophyllus"
"4557","Rhinolophus cognatus"
"4558","Rhinolophus cohenae"
"4559","Rhinolophus convexus"
"4560","Rhinolophus creaghi"
"4561","Rhinolophus damarensis"
"4562","Rhinolophus darlingi"
"4563","Rhinolophus deckenii"
"4564","Rhinolophus denti"
"4565","Rhinolophus eloquens"
"4566","Rhinolophus euryale"
"4567","Rhinolophus euryotis"
"4568","Rhinolophus ferrumequinum"
"4569","Rhinolophus formosae"
"4570","Rhinolophus fumigatus"
"4571","Rhinolophus guineensis"
"4572","Rhinolophus hildebrandtii"
"4573","Rhinolophus hilli"
"4574","Rhinolophus hillorum"
